business_id,address,city,postal_code,selected_postal_code,latitude,longitude,phone_number,tax_code,business_certificate,owner_zip,owner_name,owner_address,owner_city,owner_state,centroid_lat,centroid_long,Distance from centroid
1565,700 Bush St,San Francisco,94108,94108,37.7902,-122.409,null,H25,349110,94108,Uncle Vito's Pizza LLC,700 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.002873565
1594,601 Kearny St,San Francisco,94108,94108,37.7937,-122.405,null,H25,370551,94108,Xi Huan Ma,601 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.002443399
1710,225 Stockton St,San Francisco,94108,94108,37.7879,-122.407,null,H25,368579,94939,Emporio Rulli Il Caffe at Union Square,464 Magnolia Ave,Larkspur,CA,37.79214487,-122.4068846,0.00424644
1829,1152 Taylor St,San Francisco,94108,94108,37.7932,-122.413,null,H25,126501,94108,Perdix Inc,1152 Taylor St,San Francisco,CA,37.79214487,-122.4068846,0.006205741
1832,217 Kearny St,San Francisco,94108,94108,37.7901,-122.404,null,H25,347948,94108,"Conary & Murphy, LLC",217 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003535888
2216,960 Grant Ave,San Francisco,94108,94108,37.7959,-122.407,null,H25,396643,94108,Elaine Chen,960 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.003756901
2233,1068 Stockton St,San Francisco,94108,94108,37.7956,-122.408,null,H25,304249,94108,"Dragon City, Inc",1068 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003630702
2234,834 Washington St,San Francisco,94108,94108,37.7951,-122.407,null,H25,113429,94108,"Kam Lok Restaurant, Inc",834 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.00295738
2240,18 California St,San Francisco,94108,94108,37.7937,-122.397,null,H25,330928,94111,Zenop Ayanian,18  California St,San Francisco,CA,37.79214487,-122.4068846,0.0100062
2243,7 Claude Ln,San Francisco,94108,94108,37.7899,-122.404,null,H25,316872,94108,Cafe Claude Restaurant Inc,7  Claude Ln,San Francisco,CA,37.79214487,-122.4068846,0.003655196
2245,0264 Kearny St,San Francisco,94108,94108,37.7905,-122.404,null,H25,911744,94108,Starbucks Coffee Co,264 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003320634
2261,600 Stockton St 2nd Floor,San Francisco,94108,94108,37.7918,-122.407,null,H25,201616,94108,The Ritz Carlton Hotel Co,"600 Stockton St, Lower Level",San Francisco,CA,37.79214487,-122.4068846,0.000363662
2262,600 Stockton St 2nd Floor,San Francisco,94108,94108,37.7918,-122.407,null,H25,201616,94108,The Ritz-Carlton Hotel Company,600 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.000363662
2501,266 Sutter St,San Francisco,94108,94108,37.7897,-122.405,null,H25,425969,94108,NGO RICKY H,266 SUTTER ST,SAN FRANCISCO,CA,37.79214487,-122.4068846,0.003086936
2601,550 Powell St,San Francisco,94108,94108,37.7899,-122.409,null,H25,938813,94108,Roxanne Sotano Inc,550 Powell St,San Francisco,CA,37.79214487,-122.4068846,0.003084526
2805,390 Stockton St,San Francisco,94108,94108,37.7893,-122.407,null,H25,911744,94108,Starbucks Corporation,390 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.002847211
2823,345 Stockton St Flr 2B,San Francisco,94108,94108,37.7889,-122.407,null,H25,182586,94108,Hyatt Corporation,345 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003246923
2950,718 California St,San Francisco,94108,94108,37.7925,-122.406,null,H26,68466,94108,Cathay Restaurant of Calif.,718 California St,San Francisco,CA,37.79214487,-122.4068846,0.000953237
2970,835 Kearny St,San Francisco,94108,94108,37.7958,-122.405,null,H26,416650,94108,"CAFE GOOD EARTH, LLC",835 KEARNY ST,SAN FRANCISCO,CA,37.79214487,-122.4068846,0.004112388
3014,631 Grant Ave,San Francisco,94108,94108,37.793,-122.406,null,H26,331691,94108,Hong Nin Holdings Inc,631 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.001230361
3016,631 Kearny St,San Francisco,94108,94108,37.7942,-122.405,null,H26,911820,94108,"R & G Executive Lounge, Inc",631 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.002788427
3111,545 Powell St,San Francisco,94108,94108,37.7899,-122.409,null,H26,480740,94108,The Family Club   Michael D Gallagher,545 Powell St,San Francisco,CA,37.79214487,-122.4068846,0.003084526
3118,345 Stockton St Flr 3B,San Francisco,94108,94108,37.7889,-122.407,null,H26,182586,94108,Hyatt Corporation,345 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003246923
3121,453 Bush St,San Francisco,94108,94108,37.7906,-122.405,null,H26,922947,94108,Le Central Bistro Corp,453 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.002436884
3492,800 Powell St,San Francisco,94108,94108,37.7923,-122.409,null,H26,909965,94108,University Club Inc,800 Powell St,San Francisco,CA,37.79214487,-122.4068846,0.002121065
3497,1257 Taylor St,San Francisco,94108,94108,37.7942,-122.413,null,H26,126501,94108,Perdix Inc,1257 Taylor St,San Francisco,CA,37.79214487,-122.4068846,0.006451471
3498,1000 California St,San Francisco,94108,94108,37.7918,-122.411,null,H26,38120,94108,Pacific Union Club,1000  California St,San Francisco,CA,37.79214487,-122.4068846,0.00412981
3504,760 Clay St,San Francisco,94108,94108,37.7943,-122.406,null,H26,911088,94108,Tai Fat Development Inc,760  Clay St,San Francisco,CA,37.79214487,-122.4068846,0.002329618
3522,850 Grant Ave,San Francisco,94108,94108,37.795,-122.406,null,H26,336537,94108,"New Bow Hon Seafood, Inc",850 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.00298903
3547,11 Walter U Lum Pl,San Francisco,94108,94108,37.7946,-122.406,null,H26,471191,94108,Hante Dang  & John Kuo,11 Walter U Lum Pl,San Francisco,CA,37.79214487,-122.4068846,0.002609636
3578,150 Stockton St,San Francisco,94108,94108,37.7871,-122.406,null,H26,137915,94108,Neiman-Marcus,150 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.005121843
3676,744 Washington St,San Francisco,94108,94108,37.7952,-122.406,null,H26,376647,94108,"Chinatown Restaurant, Inc",744 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.003180621
3816,733 Washington St,San Francisco,94108,94108,37.7952,-122.406,null,H26,945302,94108,Washington H & D Inc,733 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.003180621
4055,901 Grant Ave,San Francisco,94108,94108,37.7952,-122.407,null,H86,4069,94108,Buddha Lounge Corp,901 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.003057306
4064,801 Bush St,San Francisco,94108,94108,37.7899,-122.41,null,H86,334303,94108,Ok Su Gordon,801  Bush St,San Francisco,CA,37.79214487,-122.4068846,0.003839931
4197,916 Grant Ave,San Francisco,94108,94108,37.7953,-122.406,null,H86,305495,94108,Li Po Inc,916 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.003276794
4206,641 Bush St,San Francisco,94108,94108,37.7902,-122.408,null,H86,947644,94108,Sangsun Anderson,641 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.00224201
4209,600 Stockton St 2nd Floor,San Francisco,94108,94108,37.7914,-122.407,null,H87,201616,94108,The Ritz-Carlton Hotel Company,600 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.000753756
4447,716 Grant Ave,San Francisco,94108,94108,37.7936,-122.406,null,H28,380662,94108,"Commus, LLC",716 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.001702922
4461,798 Bush St,San Francisco,94108,94108,37.79,-122.41,null,H07,373280,94108,Elias Abuyaghi & Susan Abuyaghi,798 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.00378234
4533,1045 Stockton St,San Francisco,94108,94108,37.7956,-122.408,null,H28,401228,94108,"TZK, Inc",1045 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003630702
4606,1199 Clay St,San Francisco,94108,94108,37.7934,-122.413,null,H03,76814,94108,Spiros Tsifourdaris,1199 Clay St,San Francisco,CA,37.79214487,-122.4068846,0.006242858
4607,1041 Stockton St,San Francisco,94108,94108,37.7956,-122.408,null,H28,355239,94108,GOLDEN DAISY INC,1041 STOCKTON ST,SAN FRANCISCO,CA,37.79214487,-122.4068846,0.003630702
4608,1051 Stockton St,San Francisco,94108,94108,37.7956,-122.408,null,H28,333732,94108,Yu Lin Wu,1051 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003630702
4610,423 Stockton St,San Francisco,94108,94108,37.79,-122.407,null,H28,311841,94108,Shakib Kaileh & Iliana Kaileh,423 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.002147973
4932,621 Kearny St,San Francisco,94108,94108,37.7939,-122.405,null,H28,305592,94108,Annie Deng Yang,621 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.002575316
4985,727 Washington St,San Francisco,94108,94108,37.7952,-122.406,null,H07,949699,94108,D. & F. Lo Inc,727 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.003180621
5437,NW Corner Post at Stockton St (N/W),San Francisco,94108,94108,37.7916,-122.408,null,H78,392127,94556,"San Francisco Carts and Concessions, Inc.",9 Magee Court,Moraga,CA,37.79214487,-122.4068846,0.001241357
5564,1100 California St,San Francisco,94108,94108,37.7915,-122.413,null,H24,44933,94108,Aramark Corporation,1100 California St,San Francisco,CA,37.79214487,-122.4068846,0.006149292
5946,659 Pine St,San Francisco,94108,94108,37.7914,-122.406,null,H91,770174,94108,Archidiocese of San Francisco,659 Pine St,San Francisco,CA,37.79214487,-122.4068846,0.001156451
6164,600 Stockton St,San Francisco,94108,94108,37.7914,-122.407,null,H01,201616,94108,The Ritz-Carlton Hotel Company,600 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.000753756
6176,667 Grant Ave,San Francisco,94108,94108,37.7931,-122.406,null,H01,5510,94108,Sinclair Louie,667 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.00130185
6177,725 Grant Ave,San Francisco,94108,94108,37.7936,-122.406,null,H01,5510,94108,"China Bazaar, Inc",725 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.001702922
6305,867 Washington St,San Francisco,94108,94108,37.795,-122.408,null,H01,936538,94108,Yuk Shing Cham,867 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.003065263
6494,950 Mason St,San Francisco,94108,94108,37.7923,-122.411,null,H01,209731,94108,Travel Traders Hotel Stores,950 Mason St,San Francisco,CA,37.79214487,-122.4068846,0.004118307
6524,814 Stockton St,San Francisco,94108,94108,37.7933,-122.408,null,H03,143497,94108,Wonkow International Enterprises,814 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.001605741
6743,611 Bush St,San Francisco,94108,94108,37.7903,-122.407,14155660987,H03,405440,94108,Peter J. Prongos,611 Bush St.,San Francisco,CA,37.79214487,-122.4068846,0.001848477
6845,612 Kearny St,San Francisco,94108,94108,37.7938,-122.405,null,H03,347167,94108,David Cheng Huang,612 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.002508231
6995,838 Washington St,San Francisco,94108,94108,37.7951,-122.407,null,H03,371914,94108,Zhuo Xuan Yu and Sui Jin Tan,838 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.00295738
7000,857 Washington St,San Francisco,94108,94108,37.795,-122.408,null,H03,360573,94108,TAI FUNG WO HERB INC.,857 WASHINGTON ST.,SAN FRANCISCO,CA,37.79214487,-122.4068846,0.003065263
7474,996 Pine St,San Francisco,94108,94108,37.7907,-122.412,null,H07,207820,94108,Anton Buqeileh & Samia Buqueileh,996 Pine St,San Francisco,CA,37.79214487,-122.4068846,0.005315526
7482,949 Grant Ave,San Francisco,94108,94108,37.7958,-122.407,null,H07,135140,94108,LII LIH-WOAN,949 GRANT AV,SAN FRANCISO,CA,37.79214487,-122.4068846,0.003656949
8077,56 Ross Alley,San Francisco,94108,94108,37.7956,-122.407,null,H21,11189,94108,Franklin Leong,56 Ross Alley,San Francisco,CA,37.79214487,-122.4068846,0.003457054
8113,764 Commercial St,San Francisco,94108,94108,37.794,-122.406,null,H22,181045,94108,"Four Seas Interprises, Inc",764 Commercial St,San Francisco,CA,37.79214487,-122.4068846,0.002055248
8821,340 Post St,San Francisco,94108,94108,37.7884,-122.407,null,H80,472864,94109,WILLIAMS-SONOMA STORES INC,3250 VAN NESS AV,SAN FRANCISCO,CA,37.79214487,-122.4068846,0.003746649
9273,439 Stockton St,San Francisco,94108,94108,37.79,-122.407,null,H24,323221,94108,Jose A Cornejo,439 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.002147973
9289,653 Kearny St,San Francisco,94108,94108,37.7943,-122.405,null,H29,364699,94108,DJG Fairmount Four Inc,653 Clay St,San Francisco,CA,37.79214487,-122.4068846,0.002862927
9679,720 Grant Ave,San Francisco,94108,94108,37.7936,-122.406,null,H25,8321,94108,Eastern Bakery Inc,720 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.001702922
10625,245 Kearny St,San Francisco,94108,94108,37.7905,-122.404,null,H24,374204,94108,Gourmet Provisions LLC,245 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003320634
10986,217 Sutter St,San Francisco,94108,94108,37.7897,-122.404,null,H07,355425,94108,"7-Eleven, Inc",217 Sutter St,San Francisco,CA,37.79214487,-122.4068846,0.003781323
14909,845 Bush St,San Francisco,94108,94108,37.7898,-122.411,null,H24,362193,94108,Petite Swan LLC,845 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.00473654
14910,863 Bush St,San Francisco,94108,94108,37.7898,-122.411,null,H24,362193,94108,Petite Swan LLC,845 Bush,San Francisco,CA,37.79214487,-122.4068846,0.00473654
18480,818 Washington St,San Francisco,94108,94108,37.7951,-122.407,null,H26,397410,94108,Wok and Roll Inc,818 Washington St,San Francisco,CA,37.79214487,-122.4068846,0.00295738
18952,750 Kearny St 1st Floor,San Francisco,94108,94108,37.7951,-122.405,null,H26,60906,94108,Justice Investors,750 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003504933
18953,750 Kearny St 2nd Floor,San Francisco,94108,94108,37.7951,-122.405,null,H26,60906,94108,Justice Investors,750 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003504933
18954,750 Kearny St 1st Floor,San Francisco,94108,94108,37.7951,-122.405,null,H24,60906,94108,Justice Investors,750 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003504933
27555,85 Campton Pl,San Francisco,94108,94108,37.7889,-122.407,14155257478,H86,400229,94108,RHS Partners LLC,85 Campton Pl,San Francisco,CA,37.79214487,-122.4068846,0.003246923
29956,466 Bush St,San Francisco,94108,94108,37.7906,-122.405,null,H25,380702,94108,Orchard Garden Hotel,466 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.002436884
30156,1100 California St,San Francisco,94108,94108,37.7915,-122.413,null,H91,403925,94108,Grace Cathedral Corp,1100 California St,San Francisco,CA,37.79214487,-122.4068846,0.006149292
31144,42 Stockton St,San Francisco,94108,94108,37.7863,-122.406,null,H03,10850,94108,Ghirardelli Chocolate Co.,42 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.005911436
33125,312 Kearny St,San Francisco,94108,94108,37.7909,-122.404,null,H24,405513,94108,SML L&L Corp,312 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003141769
33712,712 Grant Ave,San Francisco,94108,94108,37.7936,-122.406,null,H24,414404,94108,"Snow Garden, LLC",712 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.001702922
34179,239 Kearny St,San Francisco,94108,94108,37.7904,-122.404,null,H26,418487,94108,"Gitane Restaurant and Bar, LLC   Frank Leclerc",239 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003371288
34221,340 Stockton St,San Francisco,94108,94108,37.7891,-122.407,null,H26,417332,94108,IHMS (SF) LLC,340 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003047057
34222,340 Stockton St,San Francisco,94108,94108,37.7891,-122.407,null,H26,417332,94108,IHMS (SF) LLC,340 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003047057
34244,905 Grant Ave,San Francisco,94108,94108,37.7953,-122.407,null,H25,417300,94108,Vital Tea Leaf Inc   Minh Hong Duong,905 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.003157237
34458,327 Kearny St,San Francisco,94108,94108,37.7912,-122.404,null,H24,415026,94108,Masarweh Group Inc   Fadi Masarweh,327 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003035422
34611,1049 Stockton St,San Francisco,94108,94108,37.7956,-122.408,null,H25,419082,94108,Napoleon Super Bakery Corp   Kin Chung Wong,1049 Stockton St,San Francisco,CA,37.79214487,-122.4068846,0.003630702
34814,10 Mark Ln,San Francisco,94108,94108,37.7903,-122.405,null,H26,416455,94108,"Marae Erin, Inc   Stephanie Perry",10 Mark Lane,San Francisco,CA,37.79214487,-122.4068846,0.002637295
34992,655 Ellis St,San Francisco,94108,94108,37.7843,-122.417,null,H24,397690,94109,Shin International Inc,655 Ellis St,San Francisco,CA,37.79214487,-122.4068846,0.012800899
36177,423 Bush St,San Francisco,94108,94108,37.7906,-122.405,null,H24,467485,94108,JRS Corporation   Herbinder Dhillon,423 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.002436884
36473,848 Grant Ave,San Francisco,94108,94108,37.7949,-122.406,null,H24,386183,94108,Maggie Fang,848 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.002893661
36786,307 Kearny St,San Francisco,94108,94108,37.7909,-122.404,null,H24,424950,94108,Tamiko Fukuda and Yasuyuk Murata,307 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003141769
36875,665 Bush St,San Francisco,94108,94108,37.7902,-122.408,null,H26,327432,94108,665 Bush Street Inc   Russell Rummer,665 Bush St,San Francisco,CA,37.79214487,-122.4068846,0.00224201
37115,359 Kearny St,San Francisco,94108,94108,37.7915,-122.404,null,H25,426242,94108,Pasilla Inc   Samim Salemi,359 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.002955819
37191,881 Clay St,San Francisco,94108,94108,37.7941,-122.408,null,H03,426102,94108,D & D Market   Daniel Chen,881 Clay St,San Francisco,CA,37.79214487,-122.4068846,0.002250913
37231,139 Waverly Pl,San Francisco,94108,94108,37.7947,-122.407,null,H24,382350,94108,Hollywood World LLC   Katy Chan,139 Waverly Pl,San Francisco,CA,37.79214487,-122.4068846,0.002557732
37717,255 Kearny st.,San Francisco,94108,94108,37.7906,-122.404,null,H24,384096,94108,"California Golden Cookies, Inc   Amir Tabassi  Reza Khosravi",255 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003272252
37892,246 Kearny St,San Francisco,94108,94108,37.7904,-122.404,null,H86,423658,94108,"Future Beverage, Inc   Brian Sheehy",246 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003371288
39294,125 Kearny St,San Francisco,94108,94108,37.7892,-122.404,null,H25,425872,94108,Marcelle Corporation   Trang Nguyen,125 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.00412229
57698,211 Kearny St,San Francisco,94108,94108,37.7901,-122.404,null,H25,434822,94108,"C & F Restaurant, Inc   Gimen Fung Hung Lau",211 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.003535888
59215,839 Kearny St,San Francisco,94108,94108,37.7957,-122.405,null,H26,392820,94108,Enjoy Vegetarian Restaurant LLC   Alice Poon,839 Kearny St,San Francisco,CA,37.79214487,-122.4068846,0.004023768
59691,603 Bush St,San Francisco,94108,94108,37.7903,-122.407,14155950396,H24,438574,94965,603 Bush Corporation / Guillaume Issaverdens,689 Butte Street,Sausalito,CA,37.79214487,-122.4068846,0.001848477
60472,323 Grant Ave,San Francisco,94108,94108,37.79,-122.405,null,H25,441535,94108,"ENA USA, Inc   Natasha Sun Hong",323 Grant Ave,San Francisco,CA,37.79214487,-122.4068846,0.002855215
61975,1024 Stockton St,San Francisco,94108,94108,37.7952,-122.408,14155784650,H03,445320,94108,Golden Way Trading Company   Wei Cun Lao,1024 Stockton Street,San Francisco,CA,37.79214487,-122.4068846,0.003252367
62060,519 Powell St,San Francisco,94108,94108,37.7895,-122.409,14155983097,H24,438990,94066,"AH Hospitality Group, Inc.",3036 Fleetwood Dr.,San Bruno,CA,37.79214487,-122.4068846,0.003386768
62298,509 Grant Ave,sf,94108,94108,37.7917,-122.406,null,H24,417300,94108,"Vital Tea Leaf, Inc. / Minh H. Duong",905 Grant,sf,ca,37.79214487,-122.4068846,0.000990179
62578,823 Clay St,San Francisco,94108,94108,37.7942,-122.407,14155396883,H24,447644,94109,Thomas Gin,1744 Larkin Street,San Francisco,CA,37.79214487,-122.4068846,0.002058365
62849,308 Kearny St,San Francisco,94108,94108,37.7909,-122.404,14155955005,H24,435706,94132,Stephanie Gregoire,80 Elmhurst Drive,San Francisco,CA,37.79214487,-122.4068846,0.003141769
63049,1165 Powell St,San Francisco,94108,94108,37.7955,-122.41,14155981123,H07,448854,94108,Yuan Xiu Li,1165 Powell Street,San Francisco,CA,37.79214487,-122.4068846,0.004578483
64154,930 Stockton St,San Francisco,94108,94108,37.7945,-122.408,14155982783,H24,451409,94108,"Yummy Dim Sum & Fast Food, LLC   Zhonghua Huang",930 Stockton Street,San Francisco,CA,37.79214487,-122.4068846,0.002605899
65004,648 Kearny St,San Francisco,94108,94108,37.7942,-122.405,null,H25,454333,94108,"New Hon's Noodle House, LLC / Song X Xu, Wei Zhou Li and Yuen Wah Ng",648 Kearny Street,San Francisco,CA,37.79214487,-122.4068846,0.002788427
65901,848 Washington St,San Francisco,94108,94108,37.7951,-122.407,null,H26,455182,94108,"W. A. Sheh, Inc. / James Sheh",848 Washington Street,San Francisco,CA,37.79214487,-122.4068846,0.00295738
65912,401 Bush St,San Francisco,94108,94108,37.7907,-122.404,null,H25,445908,94108,"8 Claude Lane, LLC / Franck LeClerc","425 Bush Street, Suite 444","San Francisco, CA",CA,37.79214487,-122.4068846,0.003226246
67385,832 Stockton St,null,94108,94108,37.7937,-122.408,null,H07,300819,94577,"Wycen Food, Inc. / Arthur Leong, Pres., Nancy Leong, Sec., Cynthia Wong, VP",560 Estabrook Street,San Leandro,CA,37.79214487,-122.4068846,0.001913768
67394,626 Kearny St,San Francisco,94108,94108,37.794,-122.405,null,H03,462138,94080,Rwhi N. Zeidan,547 Yosemite Drive,South San Francisco,CA,37.79214487,-122.4068846,0.00264448
67614,357 Kearny St,San Francisco,94108,94108,37.7915,-122.404,null,H25,461475,94108,"Hemmingsson and Droese, LLC / Daniel Hemmingsson, Jayne Droese",357 Kearny Street,San Francisco,CA,37.79214487,-122.4068846,0.002955819
67743,432 Sutter St,null,94108,94108,37.7894,-122.408,null,H25,454719,94105,"After Osha, LLC / Pongsak Mahattanasakul","338 Spear Street, #15H",San Francisco,CA,37.79214487,-122.4068846,0.002962837
67754,710 Kearny St,null,94108,94108,37.7946,-122.405,null,H26,333435,94127,Joy Hing BBQ Noodles Corporation / Kok Ting Tong,110 San Aleso Avenue,San Francisco,CA,37.79214487,-122.4068846,0.003095065
67788,600 Kearny St,null,94108,94108,37.7937,-122.405,null,H24,463656,94080,"Sushi Taka, LLC / Naoki Ono",112 Green Avenue,South San Francisco,CA,37.79214487,-122.4068846,0.002443399
67809,1075 California St,San Francisco,94108,94108,37.7916,-122.412,null,H26,463796,94108,"Grace International Consortia, Inc. / Geeson Lawadinata, Boon Hui Loy",1075 California Street,San Francisco,CA,37.79214487,-122.4068846,0.005144322
67917,750 Kearny St  26th Floor,null,94108,94108,37.7951,-122.405,null,H24,60906,94108,"Justice Investors, L. P. / Geoff Pelermo","750 Kearny Street, Suite 502",San Francisco,CA,37.79214487,-122.4068846,0.003504933
68026,891 Bush St,San Francisco,94108,94108,37.7898,-122.412,null,H24,464339,94501,Mark Richter,605 Tern Lane,Alameda,CA,37.79214487,-122.4068846,0.005627218
68036,883 Bush St,San Francisco,94108,94108,37.7898,-122.412,null,H24,464735,94108,"Lin & Lee Restaurant, Inc. / John Lee, Fan Hui Lee",883 Bush Street,San Francisco,CA,37.79214487,-122.4068846,0.005627218
68147,447 Sutter St #418-419,null,94108,94108,37.7893,-122.408,null,H03,348251,94568,Geraldine M. Villanueva,6253 Dougherty Road,Dublin,CA,37.79214487,-122.4068846,0.003055712
68264,1059 Powell St,San Francisco,94108,94108,37.7945,-122.41,null,H24,464351,94132,Anthony Paragas and Phimonmas Shui,555 John Muir Drive Apt. B511,San Francisco,CA,37.79214487,-122.4068846,0.003905413
68329,1043 Stockton St,San Francisco,94108,94108,37.7953,-122.408,null,H03,465261,94133,Man Cheong Co / Yan Lan Kong,1043 Stockton Street,San Francisco,CA,37.79214487,-122.4068846,0.003346478
68353,1 Tillman Pl,San Francisco,94108,94108,37.7893,-122.405,null,H26,462424,94108,"3D Hospitality Group, LLC / Daniel R. McKinney",1 Tillman Place,San Francisco,CA,37.79214487,-122.4068846,0.003412487
68433,811 Stockton St,San Francisco,94108,94108,37.7933,-122.408,null,H28,465617,94108,Tie Qiang Chen,"880 Bush Street, #101",San Francisco,CA,37.79214487,-122.4068846,0.001605741
68452,322 Kearny St,San Francisco,94108,94108,37.7911,-122.404,null,H26,462505,94110,"Darn Good Food, Inc. / Ronald Henoud, Ryan Sieroty",3643 26th Street,San Francisco,CA,37.79214487,-122.4068846,0.003068023
68865,737 Washington St,San Francisco,94108,94108,37.7952,-122.406,null,H25,465625,94108,"Grand Palace Enterprises, Inc / Elaine Chiu",737 Washington Street,San Francisco,CA,37.79214487,-122.4068846,0.003180621
68982,417 Stockton St,null,94108,94108,37.7899,-122.407,null,H26,465156,94108,"Palmer City-Core Stockton Street, LLC  Richard H. Kafman, Andrew H. Garay",417 Stockton Street,San Francisco,CA,37.79214487,-122.4068846,0.002247835
69041,826 Washington St,San Francisco,94108,94108,37.7951,-122.407,null,H26,468548,94014,"Washington Caf̩, Inc. / Louis Kuang",333 Third Avenue,Daly City,CA,37.79214487,-122.4068846,0.00295738
69107,820 Bush St,San Francisco,94108,94108,37.79,-122.411,null,H03,467724,94103,"The 923 Co./ Candy Abrego, Presciliano Abrego, Byong Lee","1655 Mission Street, #346",San Francisco,CA,37.79214487,-122.4068846,0.004640783
69368,343 Kearny St,San Francisco,94108,94108,37.7911,-122.404,14155674706,H25,439579,94080,Onigilly LLC / Koji Kanematsu,842 Maple Ave.,South San Francisco,CA,37.79214487,-122.4068846,0.003068023
69615,57 Walter U Lum Pl,San Francisco,94108,94108,37.7948,-122.406,null,H03,371594,94132,Diana L. Wong,615 John Muir Drive D617,San Francisco,CA,37.79214487,-122.4068846,0.002798616
70022,336 Kearny St,San Francisco,94108,94108,37.7911,-122.404,null,H24,472029,94108,"Abisu, Inc. / Jennifer X. Liu, May X. Wu",528 Noriega Street,San Francisco,CA,37.79214487,-122.4068846,0.003068023
71232,65 Waverly Pl,San Francisco,94108,94108,37.794,-122.407,null,H24,475517,94108,Spicy King / Ziwen Du and Jiayi Wu,150 Waverly Place,San Francisco,CA,37.79214487,-122.4068846,0.001858713
71310,757 Clay St,San Francisco,94108,94108,37.7943,-122.406,null,H26,475241,94108,Philip Vuong,757 Clay Street,San Francisco,CA,37.79214487,-122.4068846,0.002329618
71446,300 Kearny St,San Francisco,94108,94108,37.7908,-122.404,null,H03,470904,94108,"Financial District Fine Wine, Inc.  Mouhannad Mannaa",300 Kearny Street,San Francisco,CA,37.79214487,-122.4068846,0.003182717
70,745 O'FARRELL St,SF,94109,94109,37.7852,-122.417,14155344645,H01,952829,94109,"TRAN, CUONG",745 O'FARRELL ST,SF,CA,37.79066295,-122.4196835,0.006086439
221,1235 VAN NESS Ave,SF,94109,94109,37.7871,-122.422,null,H24,309841,94109,Bo Allen & Joe Kim,1235  VAN NESS AVE,SF,CA,37.79066295,-122.4196835,0.004249823
